text,labels
Israeli soldiers on stand by in the Gush Katif bloc of Jewish settlements leading to the site were Palestinian militants attacked an army post near Egypt-Gaza border Israeli security officials say three soldiers have been wounded in an attack by Palestinian militants .,B-gpe O O O O O O B-org I-org O O O O O O O O O B-gpe O O O O O O O O B-gpe O O O O O O O O O O O O B-gpe O O
Israeli officials say two militants fired light arms and rocket-propelled grenades at soldiers and civilians near any army post on the Gaza-Egypt border Sunday .,B-gpe O O O O O O O O O O O O O O O O O O O O O O B-time O
"Authorities say the soldiers returned fire , killing one of the attackers .",O O O O O O O O O O O O O
The militant group Islamic Jihad said the attack was a joint operation between its militants and those affiliated with the Fatah movement of Palestinian leader Mahmoud Abbas .,O O O B-per I-per O O O O O O O O O O O O O O O B-org O O B-gpe O B-per I-per O
Sierra Leone 's U.N.-backed war crimes tribunal has accused former Liberian President Charles Taylor of backing an attempt to kill Guinea 's president .,B-gpe I-gpe O O O O O O O O B-gpe B-per I-per I-per O O O O O O B-geo O O O
The court 's chief prosecutor David Crane says the exiled former leader ordered the assassination of Guinean President Lansana Conte in January to punish him for allegedly supporting rebels in Liberia .,O O O O O B-per I-per O O O O O O O O O B-gpe B-per I-per I-per O B-time O O O O O O O O B-geo O
A spokesman for Mr. Taylor has denied the charge .,O O O B-per I-per O O O O O
He has lived in exile in Nigeria since 2003 when he stepped down under pressure from advancing rebels and the United States .,O O O O O O B-geo B-time I-time O O O O O O O O O O O B-geo I-geo O
"Before Mr. Taylor left office , the special court indicted him on war crimes charges for backing rebels during Sierra Leone 's 10-year civil war .",O B-per I-per O O O O O O O O O O O O O O O O B-per I-per O O O O O
"Meanwhile , the United States House of Representatives is expected to pass a resolution calling on Nigeria to hand Mr. Taylor to the tribunal .",O O O B-org I-org I-org O B-org O O O O O O O O B-geo O O B-per I-per O O O O
Panama says drug-running Colombian rebels have planted landmines in Panama near the two countries ' shared border .,B-org O O B-gpe O O O O O B-geo O O O O O O O O
"Panamanian Security Minister Jose Mulino said Friday that whoever planted the mines is apparently "" protecting something "" in the area .",B-gpe B-per I-per I-per I-per O B-time O O O O O O O O O O O O O O O
Mulino did not say how many mines were found in the Darien region where two police officers were wounded last week in a mine blast .,B-per O O O O O O O O O O B-geo O O O O O O O O O O O O O O
The region has been the scene of occasional incursions by rebels into Panamanian territory in the past .,O O O O O O O O O O O O B-gpe O O O O O
Palestinian officials say Israeli soldiers have shot and killed at least two Palestinians in separate incidents in the West Bank .,B-gpe O O B-gpe O O O O O O O O B-gpe O O O O O B-geo I-geo O
"Early Sunday , Israeli troops killed a member of the Al-Aqsa Martyrs Brigades in a refugee camp in Nablus .",O B-time O B-gpe O O O O O O B-org I-org I-org O O O O O B-geo O
"An Israeli army spokesman said soldiers opened fire on two gunmen , killing one and wounding the other .",O B-gpe O O O O O O O O O O O O O O O O O
"In the other incident , near Hebron , Israeli forces killed a man who was involved in a shootout between two Palestinian families .",O O O O O O B-geo O B-gpe O O O O O O O O O O O O B-gpe O O
An Israeli army spokesman says the man was armed .,O B-gpe O O O O O O O O
"Separately , in the Gaza Strip , Hamas security forces say they found a bomb near the Palestinian parliament building .",O O O O B-geo I-geo O B-org O O O O O O O O O B-gpe O O O
Hamas blamed members of the rival Fatah movement for planting the device .,B-org O O O O O B-geo O O O O O O
Hamas seized control of Gaza in June after factional fighting with Fatah that killed more than 100 people .,B-org O O O B-geo O B-time O O O O B-geo O O O O O O O
"The Turkish Weightlifting Federation has been fined $ 1,00,000 and suspended from all international competitions until May 31 following a series of anti-doping violations .",O B-gpe B-org I-org O O O O O O O O O O O O B-time I-time O O O O O O O
"In a statement Tuesday after a meeting in Doha , Qatar , the International Weightlifting Federation 's executive committee sanctioned Turkey 's federation for "" bringing the sport of weightlifting into disrepute . """,O O O B-time O O O O B-geo O B-geo O O B-org I-org I-org O O O O B-org O O O O O O O O O O O O O
"The fine must be paid before Turkey can be readmitted to the sport 's International Federation , with the money to be used for anti-doping activities .",O O O O O O B-org O O O O O O O B-org I-org O O O O O O O O O O O
"The IWF also directed the Turkish Federation to identify and sanction athletes and coaches involved in the violations , and develop an anti-doping education program to be approved and monitored by the world body 's executive board .",O B-org O O O B-gpe B-org O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Brazil 's president is pledging to invest at least $ 42742 billion to develop Rio de Janeiro 's slums .,B-geo O O O O O O O O O O O O O B-geo I-geo I-geo O O O
"In a speech on Monday , Luiz Inacio Lula da Silva said the state should meet its obligations to slum dwellers or else drug traffickers will take over the shantytowns .",O O O O B-time O B-per I-per I-per I-per I-per O O O O O O O O O O O O O O O O O O O O
He added that Brazil can defeat organized crime only if the government improves the country 's poorest areas .,O O O B-geo O O O O O O O O O O O O O O O
Mr. da Silva spoke a few days after a police raid on drug gangs killed at least 13 people in a slum .,B-per I-per I-per O O O O O O O O O O O O O O O O O O O O
"The announced investment will provide basic services such as water and sewage systems , as well as basic facilities such as schools and hospitals .",O O O O O O O O O O O O O O O O O O O O O O O O O
The money is expected to benefit two million families in the state and city of Rio de Janeiro .,O O O O O O O O O O O O O O O B-per I-per I-per O
"Brazil 's federal , state , and municipal governments will all contribute to the fund .",B-geo O O O O O O O O O O O O O O O
"Before Hurricane Gustav even made landfall , the American Red Cross had spent $ 12 million organizing 5 workers and supplies for disaster relief .",O B-event I-event O O O O O B-org I-org I-org O O O O O O O O O O O O O O
"Now , hundreds of Red Cross chapters nationwide are getting ready for the next group of storms .",O O O O B-org I-org O O O O O O O O O O O O
VOA 's Carolyn Presutti shows how that is accomplished .,B-org O B-per I-per O O O O O O
The United Nations Security Council is expected to discuss a build-up of peacekeeping troops in Ivory Coast later Monday .,O B-org I-org I-org I-org O O O O O O O O O O B-geo I-geo B-time I-time O
U.N. Secretary-General Kofi Annan has officially requested the transfer of 200 additional peacekeepers and a police unit from Liberia to protect U.N. personnel and property .,B-org I-org B-per I-per O O O O O O O O O O O O O O B-geo O O B-geo O O O O
"On Sunday , Mr. Annan urged the Council for a quick approval .",O B-time O B-per I-per O O B-org O O O O O
He said in a statement that he is deeply concerned by continued threats against U.N. personnel and by reports that more violent protests and attacks are being planned .,O O O O O O O O O O O O O O B-org O O O O O O O O O O O O O O
The U.N. evacuated hundreds of staffers from Ivory Coast last month after supporters of President Laurent Gbagbo assaulted U.N. compounds .,O B-org O O O O O B-geo I-geo O O O O O B-per I-per I-per O B-org O O
"The U.N. currently has 7 peacekeepers in Ivory Coast , working with 4 French troops trying to uphold a shaky peace agreement .",O B-org O O O O O B-geo I-geo O O O O B-gpe O O O O O O O O O
The West African nation has been divided into a rebel-held north and government-controlled south since a 2002 civil war .,O O B-gpe O O O O O O O O O O O O O O O O O
U.S. Special Prosecutor Patrick Fitzgerald has met with a federal grand jury investigating the leak of a covert CIA operative 's identity .,B-org I-org I-org I-org I-org O O O O O O O O O O O O O B-org O O O O
"Lawyers in the case have said Mr. Fitzgerald may ask the jury to issue charges against President Bush 's chief advisor , Karl Rove , and Vice President Dick Cheney 's chief of staff , Lewis Libby .",O O O O O O B-per I-per O O O O O O O O B-per I-per O O O O B-per I-per O O O B-per I-per I-per O O O O O B-per I-per O
Mr. Fitzgerald has been conducting a nearly two-year investigation into whether someone in the Bush administration blew the cover of a CIA operative ( Valerie Plame ) in 2003 .,B-per I-per O O O O O B-time O O O O O O B-per O O O O O O B-org O O B-org I-org O O B-time O
It is a federal crime to knowingly reveal a covert agent 's identity .,O O O O O O O O O O O O O O
The grand jury is scheduled to expire Friday unless extended by a federal judge .,O O O O O O O B-time O O O O O O O
"The White House has generally refused to comment on the probe , although media reports indicate Bush administration officials are bracing for at least one indictment .",O B-org I-org O O O O O O O O O O O O O B-per O O O O O O O O O O
United Nations Secretary-General Kofi Annan will formally present Monday a report that calls for major reforms of the world body .,B-org I-org I-org B-per I-per O O O B-time O O O O O O O O O O O O
"Among changes Mr. Annan will call for during a speech to the General Assembly is expanding the Security Council from its current 15 members , which includes five permanent seats - the United States , Britain , France , China and Russia .",O O B-per I-per O O O O O O O O B-org I-org O O O B-org I-org O O O O O O O O O O O O O B-geo I-geo O B-geo O B-geo O B-geo O B-geo O
"If the Council expands , India , Brazil , Germany and Japan are among nations wanting to be added as permanent members .",O O B-org O O B-geo O B-geo O B-geo O B-geo O O O O O O O O O O O
Another proposal is the creation of a smaller human rights panel to replace the current Commission on Human Rights .,O O O O O O O O O O O O O O O B-org O B-org I-org O
The commission has been criticized for allowing some accused human rights abusers to use their membership to protect each other from condemnation .,O O O O O O O O O O O O O O O O O O O O O O O
"Calls for U.N. reform have increased in recent years , fueled in part by financial scandal in the Iraq oil-for-food program , and the U.S. decision to invade Iraq without Security Council approval .",O O B-geo O O O O B-time O O O O O O O O O O B-geo O O O O O B-geo O O O B-geo O B-org I-org O O
"The U.N. nuclear agency says its investigation into an alleged secret nuclear reactor in Syria has made a "" good start "" after inspectors visited the site .",O B-org O O O O O O O O O O O O B-geo O O O O O O O O O O O O O
Chief inspector Olli Heinonen said Wednesday that he and two colleagues achieved what they wanted from their first trip to Syria as part of the investigation .,O O B-per I-per O B-time O O O O O O O O O O O O O O B-geo O O O O O O
The International Atomic Energy Agency official was speaking on his return to Vienna after four days in Syria .,O B-org I-org I-org I-org O O O O O O O B-geo O O O O B-geo O
Heinonen said his team took samples at the Al Kibar complex in northeastern Syria that Washington says housed a covert nuclear reactor built with North Korean help .,B-per O O O O O O O B-org I-org O O O B-geo O B-geo O O O O O O O O O B-gpe O O
Israeli warplanes destroyed the building last September .,B-gpe O O O O O B-time O
Heinonen said the agency still has work to do in analyzing samples from the site .,B-per O O O O O O O O O O O O O O O
He did not say when U.N. inspectors may return to Syria .,O O O O O B-org O O O O B-geo O
Damascus denies U.S. intelligence allegations that it built a secret nuclear reactor and accuses Washington of fabricating evidence .,B-org O B-geo O O O O O O O O O O O B-geo O O O O
Nepal 's new government has released more Maoist rebels detained under a scrapped anti-terror law .,B-gpe O O O O O O O O O O O O O O O
At least 182 rebels are now free .,O O O O O O O O
The government of interim Prime Minister Girija Prasad Koirala announced Monday that it was dropping terrorism charges against hundreds of rebels .,O O O O B-per I-per I-per I-per I-per O B-time O O O O O O O O O O O
They were imprisoned by the former royalist government of King Gyanendra .,O O O O O O O O O B-org I-org O
Friends and relatives greeted the former prisoners Tuesday afternoon .,O O O O O O O B-time I-time O
The rebels raised their fists in a Maoist salute and chanted Maoist slogans .,O O O O O O O O O O O O O O
"A Maoist rebel spokesman , Krishna Mahara , says the government has promised to free 350 rebels , although hundreds more will remain in jail .",O B-org O O O B-per I-per O O O O O O O O O O O O O O O O O O O
"The government decision to release the rebels came following talks on Sunday between Nepal 's home affairs minister , Krishna Prasad Sitaula , and Maoist leader Prachanda in a remote western village .",O O O O O O O O O O O B-time I-time B-gpe O O O O O B-per I-per I-per O O B-org O B-org O O O O O O
U.S. Democratic presidential hopeful Barack Obama has proposed a clampdown on energy speculation which he believes is responsible for record-high oil prices .,B-org I-org O O B-per I-per O O O O O O O O O O O O O O O O O
"Senator Obama Sunday announced the proposal , which would close a legal provision that exempts energy commodies from government oversight .",B-per I-per B-time O O O O O O O O O O O O O O O O O O
"Critics say the deregulation measure , signed in 2000 by then-President Bill Clinton , opened the way to uncontrolled speculation in the oil markets .",O O O O O O O O B-time O O B-per I-per O O O O O O O O O O O O
The price of gasoline has become a campaign issue between Obama and presumptive Republican nominee John McCain .,O O O O O O O O O O B-per O O O O B-per I-per O
"Senator McCain wants Congress to lift a ban on offshore oil drilling , while Obama says such a measure would not help the problem in the short term .",B-per I-per O B-org O O O O O O O O O O B-per O O O O O O O O O O O O O O
Obama 's announcement concides with a major energy summit in Saudi Arabia on ways to rein in the high oil prices .,B-per O O O O O O O O O B-geo I-geo O O O O O O O O O O
The teenage boy at the center of the latest Michael Jackson scandal says the pop star sexually molested him twice in the singer 's bedroom .,O O O O O O O O O B-per I-per O O O O O O O O O O O O O O O
"The accuser , who testified in a California court Thursday , was a 13-year old cancer patient at the time of the alleged incidents .",O O O O O O O B-geo O B-time O O O O O O O O O O O O O O O
Mr. Jackson had invited him and his family for a visit in 2003 .,B-per I-per O O O O O O O O O O B-time O
The teen also testified that the entertainer urged him to drink wine aboard his private jet and hard liquor at the singer 's ranch .,O O O O O O O O O O O O O O O O O O O O O O O O O
Mr. Jackson has denied all the charges against him .,B-per I-per O O O O O O O O
Thursday 's testimony came after the judge threatened to jail Mr. Jackson and revoke his bail when he arrived more than one hour late for court .,B-time O O O O O O O O O B-per I-per O O O O O O O O O O O O O O O
A Jackson spokesman said the star had been hospitalized for a serious back injury .,O B-per O O O O O O O O O O O O O
Pakistan has denied allegations by Moscow that militants have been training on Pakistani territory to carry out terrorist attacks in Russia and the former Soviet central Asian nations .,B-geo O O O O B-geo O O O O O O B-gpe O O O O O O O B-geo O O O O O O O O
Foreign ministry spokesman Jalil Abbas Jilani in Islamabad Saturday said there are no militant training facilities in Pakistan .,O O O B-per I-per I-per O B-geo B-time O O O O O O O O B-geo O
"He said the role and sacrifices made by Islamabad , a key U.S. ally in the war on terror , have been acknowledged by the international community .",O O O O O O O O B-geo O O O B-geo O O O O O O O O O O O O O O O
His comments come one day after Russian Foreign Minister Sergei Lavrov said Moscow had information that people are being trained in Afghanistan and Pakistan with the help of Taleban insurgents to carry out attacks inside Russia .,O O O O O O B-gpe B-per I-per I-per I-per O B-geo O O O O O O O O B-geo O B-geo O O O O B-org O O O O O O B-geo O
"He also alleged that militants have already crossed into the Fergana Valley of Uzbekistan , Kyrgyzstan and Tajikistan .",O O O O O O O O O O B-geo I-geo I-geo I-geo O B-geo O B-geo O
Jordan says it will host a regional conference next week to discuss ways to help hundreds of thousands of Iraqi refugees who have fled their country 's violence .,B-gpe O O O O O O O O O O O O O O O O O O B-gpe O O O O O O O O O
"The state-owned Petra news agency said Thursday Jordan has invited officials from Syria , Egypt , Iraq , the Arab League and the United Nations to attend the meeting in Amman on July 26 .",O O O O O O B-time B-gpe O O O O B-geo O B-geo O B-geo O O B-geo I-geo O O B-org I-org O O O O O B-geo O B-time I-time O
"Petra says representatives of Iran , Turkey , Russia and Japan also will take part as observers .",O O O O B-geo O B-geo O B-geo O B-geo O O O O O O O
It says the delegates will discuss how to ease the burden of countries hosting large numbers of Iraqi refugees .,O O O O O O O O O O O O O O O O O B-gpe O O
"The U.N. refugee agency says Jordan has about 7,50,000 Iraqi refugees , while 42739 million Iraqis have fled to Syria in recent years .",O B-org O O O B-gpe O O O B-gpe O O O O O B-gpe O O O B-geo O B-time O O
"The agency has warned that Iraqi refugees in Syria and Jordan are putting severe strains on healthcare , education systems and housing .",O O O O O B-gpe O O B-geo O B-gpe O O O O O O O O O O O O
Greek journalists and public transportation workers are stopping work in the latest round of strikes protesting Greece 's economic austerity measures .,B-gpe O O O O O O O O O O O O O O O B-geo O O O O O
"Bus , subway , and tram services ceased in Greece 's capital Athens Thursday , while Greek journalists stopped radio and television broadcasts .",O O O O O O O O O B-geo O O B-geo B-time O O B-gpe O O O O O O O
Greek newspapers planned not to print Friday .,B-gpe O O O O O B-time O
"Greece has seen several rounds of labor strikes since the government earlier this year began to raise taxes , freeze civil service pay , and cut pensions in efforts to decrease the country 's massive debt .",B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Greece agreed to take those steps in return for a massive emergency loan from the European Union and International Monetary Fund .,B-geo O O O O O O O O O O O O O O B-org I-org I-org I-org I-org I-org O
South Korea 's ambassador to China is being quoted saying the two countries could open talks on a free trade agreement next year .,B-geo I-geo O O O B-geo O O O O O O O O O O O O O O O O O O
"The report in the state-run China Daily quotes Ambassador Yu Woo-ik as saying the sides "" are expected to initiate official FTA talks in 2011 . """,O O O O O B-geo I-geo O B-per I-per I-per O O O O O O O O O O B-org O O B-time O O
China is Asia 's largest economy and South Korea is fourth-largest on the continent .,B-geo O B-geo O O O O B-geo I-geo O O O O O O
"South Korea sends almost one-quarter of its exports to China , but faces growing competition from Taiwan , which just completed a trade agreement with China .",B-geo I-geo O O O O O O O B-geo O O O O O O B-geo O O O O O O O O B-geo O
South Korea has been pursuing other trade deals to prop up its export-driven economy .,B-geo I-geo O O O O O O O O O O O O O
"An agreement signed last year with the European Union is pending , but a deal with the United States has been stalled in Congress since 2007 because of concerns from the American beef and auto industries .",O O O O O O O B-org I-org O O O O O O O O B-geo I-geo O O O O B-org O B-time O O O O O B-gpe O O O O O
"News outlets in the United States are reporting that Christopher Hill , the lead American negotiator on North Korea , is expected to be nominated as the next U.S. ambassador to Iraq .",O O O O B-geo I-geo O O O B-per I-per O O O B-gpe O O B-geo I-geo O O O O O O O O O B-geo O O B-geo O
"There has been no official confirmation of the reports Monday on CBS , ABC , the Associated Press and Reuters , which quote unnamed officials who say Hill is expected to be the nominee .",O O O O O O O O O B-time O B-org O B-org O O B-org I-org I-org I-org O O O O O O O B-per O O O O O O O
Hill is currently the Assistant Secretary of State for East Asian and Pacific Affairs .,B-per O O O O O O B-geo O B-geo I-geo O B-geo I-geo O
"Hill has previously served as ambassador to South Korea , Poland and Macedonia .",B-per O O O O O O B-geo I-geo O B-geo O B-geo O
He was also special envoy to Kosovo .,O O O O O O B-geo O
"Before he started his career in the foreign service , Hill served as a Peace Corps volunteer in Cameroon .",O O O O O O O O O O B-per O O O B-org I-org O O B-geo O
"If nominated and confirmed by the U.S. Senate , Hill would replace another career diplomat , Ryan Crocker , as Washington 's top diplomat in Iraq .",O O O O O O B-org I-org O B-per O O O O O O B-per I-per O O B-geo O O O O B-geo O
Israeli police say a car bomb in central Tel Aviv has killed the suspected leader of one of the country 's top crime families .,B-gpe O O O O O O O B-org I-org O O O O O O O O O O O O O O O
"Officials say they believe a rival crime family targeted Ya'akov Alperon Monday , in the attack .",O O O O O O O O O B-per I-per B-time O O O O O
"The blast also slightly wounded two bystanders , including a 13-year-old boy .",O O O O O O O O O O O O O
"Media reports say Alperon was returning from a court hearing for his son , Dror , who is facing extortion charges .",O O O B-per O O O O O O O O O O B-per O O O O O O O
"Witnesses say they heard a huge explosion , and some thought it was a terrorist attack .",O O O O O O O O O O O O O O O O O
"In June , another car bomb in Tel Aviv killed one of Israel 's top criminal lawyers , in what police said was a criminal , not a terrorist , act .",O B-time O O O O O B-geo I-geo O O O B-geo O O O O O O O O O O O O O O O O O O O
"The lawyer , Yoram Haham , had represented several notorious mobsters during his career as a criminal lawyer .",O O O B-per I-per O O O O O O O O O O O O O O
U.S. President George Bush has issued a proclamation putting into effect a free trade agreement with Peru .,B-per I-per I-per I-per O O O O O O O O O O O O B-geo O
U.S. Trade Representative Susan Schwab said Friday the proclamation marks an important milestone in the relationship between the U.S. and Peru .,B-per I-per I-per I-per I-per O B-time O O O O O O O O O O O B-geo O B-geo O
"The agreement gives Peru permanent , duty-free access to the U.S.",O O O B-geo O O O O O O B-org
"In return , Peru will eliminate duties on most U.S. industrial and consumer products .",O O O B-geo O O O O O B-geo O O O O O
"The pact was initially approved after discussions between President Bush and Peruvian President Alan Garcia , but Democrats in Congress forced U.S. officials to reopen negotiations and add stronger labor and environmental provisions .",O O O O O O O O B-per I-per O B-gpe B-per I-per I-per O O B-org O B-org O B-geo O O O O O O O O O O O O
Peru 's Congress this week passed modifications to earlier legislation to conform with the trade pact .,B-geo O B-org O O O O O O O O O O O O O O
The agreement will take effect on the first of February .,O O O O O O O O O B-time O
Burma has confirmed additional outbreaks of the H5N1 strain of bird flu virus among poultry in the suburbs of Rangoon .,B-geo O O O O O O O O O O O O O O O O O O B-geo O
"The latest outbreaks were discovered in Hlinethaya , a western suburb of Rangoon .",O O O O O O B-geo O O O O O B-geo O
"Earlier this week Burmese authorities confirmed a new outbreak of the H5N1 virus on poultry farms , also in Rangoon 's western suburbs .",O O O B-gpe O O O O O O O O O O O O O O O B-geo O O O O
No human cases have been announced in the country .,O O O O O O O O O O
More than 160 people have died from bird flu since late 2003 .,O O O O O O O O O O O B-time O
Most of the victims came in contact with infected poultry .,O O O O O O O O O O O
Experts fear the virus could mutate into a form that is easily transmissible by human-to-human contact .,O O O O O O O O O O O O O O O O O
"The mayor of Los Angeles , Antonio Villaraigosa , says authorities know of no credible threats to the western U.S. city , following a warning from a suspected al-Qaida member .",O O O B-geo I-geo O B-geo I-geo O O O O O O O O O O O B-geo O O O O O O O O B-org O O
The warning came in a videotaped statement aired by the U.S. television network ABC on Sunday .,O O O O O O O O O O B-geo O O B-org O B-time O
"A masked man on the tape says "" Allah willing , "" Los Angeles and the Australian city of Melbourne will be attacked .",O O O O O O O O B-per O O O B-geo I-geo O O B-gpe O O B-geo O O O O
ABC says the tape was delivered to its office in Pakistan on Saturday .,B-org O O O O O O O O O B-geo O B-time O
"It says the speaker is probably Adam Gadahn , a U.S. citizen wanted for questioning by the FBI for possible terrorist activity .",O O O O O O B-per I-per O O B-geo O O O O O O B-org O O O O O
"Officials in both Los Angeles and Melbourne say the tape was meant to instill fear , and have advised residents to go about their normal lives .",O O O B-geo I-geo O B-geo O O O O O O O O O O O O O O O O O O O O
U.S. intelligence officials have refused to comment on whether the taped warning is authentic .,B-geo O O O O O O O O O O O O O O
The U.S. military says it has uncovered a large stockpile of weapons inside a Fallujah mosque led by a key insurgent leader .,O B-geo O O O O O O O O O O O O B-org O O O O O O O O
"The military did not specify the number of weapons found , but called it the "" largest weapons cache to date in the city "" - a one-time rebel bastion .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
U.S. and Iraqi government forces are continuing to sweep Fallujah after an assault on the city earlier this month .,B-geo O B-gpe O O O O O O B-org O O O O O O O O O O
"In southern Iraqi city of Basra , police said they arrested five Arab foreigners suspected of planning attacks .",O O B-gpe O O B-geo O O O O O O B-gpe O O O O O O
"A senior police official said the two Saudi nationals , two Tunisians and one Libyan , who were arrested late Wednesday , had escaped from Fallujah four days ago .",O O O O O O O O O O O O O O B-gpe O O O O O B-time O O O O B-org B-time O O O
European Union officials say transportation and other logistical problems are holding up some of the massive amounts of humanitarian aid European countries have offered to victims of Hurricane Katrina .,B-org I-org O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"In Brussels Tuesday , a spokeswoman for the European Commission said a Swedish plane loaded with food and water treatment tools was ready to take off , but had not received approval from Washington to enter U.S. airspace .",O B-time I-time O O O O O B-org I-org O O B-gpe O O O O O O O O O O O O O O O O O O O O B-geo O O B-geo O O
She said EU authorities have suggested to the Bush administration that aid could flow more easily if it was placed aboard military planes at U.S. air bases in Europe .,O O B-org O O O O O B-geo O O O O O O O O O O O O O O O B-geo O O O B-geo O
"More than 20 countries have offered emergency aid teams , tents , meals , water and aircraft to help in the massive relief effort .",O O O O O O O O O O O O O O O O O O O O O O O O O
"Meanwhile , U.S. officials say all aid flights from abroad will be directed to an Air Force base in Arkansas , before being sent to the devastated U.S. Gulf Coast .",O O B-geo O O O O O O O O O O O O B-org I-org O O B-geo O O O O O O O B-geo I-geo I-geo O
The United Nations nuclear agency says it has no information to support a recent media report of an undeclared nuclear facility in Syria .,O B-org I-org O O O O O O O O O O O O O O O O O O O B-geo O
"A spokeswoman , Melissa Fleming , for the International Atomic Energy Agency says her agency would investigate any relevant information on the subject .",O O O B-per I-per O O O B-org I-org I-org I-org O O O O O O O O O O O O
She said the IAEA expects any country with information about nuclear-related activity of another country to provide that information to the IAEA .,O O O B-org O O O O O O O O O O O O O O O O O B-org O
The New York Times newspaper reported Sunday that an Israeli air strike on Syria last month targeted a partially built nuclear reactor .,O B-org I-org I-org O O B-time O O B-gpe O O O B-geo O O O O O O O O O
"The article , which cited unidentified U.S. and foreign officials , said the nuclear reactor was modeled on one North Korea used for stockpiling nuclear fuel .",O O O O O O B-geo O O O O O O O O O O O O B-geo I-geo O O O O O O
U.S. officials said the site was identified by satellite photographs earlier this year .,B-geo O O O O O O O O O O O O O
The IAEA says it is in contact with Syrian authorities to verify the authenticity of the report .,O B-org O O O O O O B-gpe O O O O O O O O O
The United Nations envoy to the Middle East has urged Israel to accept a new Syrian proposal to renew peace talks .,O B-org I-org O O O B-geo I-geo O O B-geo O O O O B-gpe O O O O O O
Terje Roed-Larsen made the appeal in a meeting with the Israeli parliament 's Defense and Foreign Affairs Committee Tuesday .,B-per I-per O O O O O O O O B-gpe O O O O B-org I-org I-org B-time O
"Mr. Roed-Larsen , who visited Damascus last week , said he feels Syria has stretched out , what he called , a genuine hand of peace and Israel should grab the opportunity .",B-per I-per O O O B-time O O O O O O B-geo O O O O O O O O O O O O O O B-geo O O O O O
Israel leaders have dismissed as insincere Syrian President Bashar al-Assad 's offer to resume peace talks without any preconditions .,B-gpe O O O O O B-gpe B-per I-per I-per O O O O O O O O O O
They accuse Syria of harboring groups that want to destroy the Jewish state .,O O B-gpe O O O O O O O O O O O
Syria and Israel last held peace talks in January 2000 .,B-gpe O B-gpe O O O O O B-time I-time O
"Colombian authorities say they have captured a wanted drug lord who allegedly led a major ring with his twin brother , who was killed by police earlier this week .",B-gpe O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Authorities say Miguel Angel Mejia was captured early Friday in the Tolima region , about 100 kilometers west of Bogota .",O O B-per I-per I-per O O O B-time O O B-geo O O O O O O O B-geo O
"The brother , Victor Manuel Mejia , was killed Tuesday at a farmhouse in the northern state of Antioquia , along with two of his associates .",O O O B-per I-per I-per O O O B-time O O O O O O O O B-geo O O O O O O O O
The United States had offered a $ 5 million reward for information leading to the arrest and conviction of each of the brothers .,O B-geo I-geo O O O O O O O O O O O O O O O O O O O O O
The two allegedly ran illegal drugs into the United States via Mexico .,O O O O O O O O B-geo I-geo O B-geo O
Authorities say the brothers were also members of a right-wing paramilitary group that demobilized in recent years as part of a peace deal with the government .,O O O O O O O O O O O O O O O O O O O O O O O O O O O
But the twins went on the run instead of turning themselves in as part of the deal .,O O O O O O O O O O O O O O O O O O
The family of Brad Delp says his death was a suicide .,O O O B-per I-per O O O O O O O
"The 55-year-old Delp , who sang in the multi-million-selling rock band Boston , was found March 9 by his fiancee at his home in the northeastern state of New Hampshire .",O O B-per O O O O O O O O B-org O O O B-time I-time O O O O O O O O O O O B-geo I-geo O
Toxicology tests by the state medical examiner 's office confirmed he committed suicide by sealing himself inside a bathroom with two charcoal grills .,O O O O O O O O O O O O O O O O O O O O O O O O
He died from carbon monoxide poisoning .,O O O O O O O
"Delp left two notes taped to a door , along with letters to his family and his fiancee , Pamela Sullivan .",B-per O O O O O O O O O O O O O O O O O O B-per I-per O
A police representative says the contents of the letters are not known .,O O O O O O O O O O O O O
Brad Delp 's family is reportedly planning a public memorial .,B-per I-per O O O O O O O O O
John Garang,B-per I-per
South Sudan 's leader John Garang says his former rebel group is ready to deploy up to 12 troops in war-torn west Sudan 's Darfur region to help displaced people return to their villages .,B-org I-org O O B-per I-per O O O O O O O O O O O O O O O O B-geo O B-geo O O O O O O O O O O
"In an interview with VOA in Washington Wednesday , Mr. Garang said his Sudan People Liberation Army ( SPLA ) would be deployed alongside African Union troops .",O O O O B-org O B-geo B-time O B-per I-per O O B-org I-org I-org I-org O B-org O O O O O B-org I-org O O
"The two-and-half year conflict in Darfur between mainly local rebels and pro-government militias has killed 1,80,000 people and displaced about two million others .",O O O O O B-geo O O O O O O O O O O O O O O O O O O
Mr. Garang 's rebel group and the Sudanese government in Khartoum signed a peace accord in January ending more than 20 years of civil war .,B-per I-per O O O O O B-org I-org O B-geo O O O O O B-time O O O O O O O O O
Under the accord Mr. Garang becomes first vice president of Sudan 's national government .,O O O B-per I-per O O O O O B-gpe O O O O
"Isolated grass fires continue to burn in the southern U.S. states of Oklahoma and Texas , but they have weakened since killing one elderly woman and scorching dozens of homes on Tuesday .",O O O O O O O O O B-geo O O B-geo O B-geo O O O O O O O O O O O O O O O O B-time O
Officials said decreased winds and slightly cooler temperatures have helped firefighters contain the blazes .,O O O O O O O O O O O O O O O
